name,annotated_assign_count,annotated_func_params_count,annotated_func_returns_count,total_assign_count,total_func_params_count,total_func_returns_count,unannotated_assign_count,unannotated_func_params_count,unannotated_func_returns_count,py_code_loc,py_code_loc_ratio,py_docstring_loc,py_docstring_loc_ratio,py_comment_loc,py_comment_loc_ratio,py_empty_loc,py_empty_loc_ratio,pylint_convention_msg,pylint_refactor_msg,pylint_warning_msg,pylint_error_msg,py_non_empty_loc,pylint_score,cyclomatic_complexity,cognitive_complexity,bug_score
qwat/pg-history-viewer,0,0,0,168,145,89,168,145,89,836,0.5821999999999999,141,0.09820000000000001,146,0.1017,313,0.218,270,20,56,69,1123,1.12,223,324,3
dbcli/pgcli,0,8,6,1830,1233,782,1830,1225,776,8608,0.6609,1753,0.1346,505,0.0388,2158,0.16570000000000001,944,109,161,139,10866,6.36,1629,1946,238
gmr/pgdumplib,130,57,66,408,205,143,278,148,77,1559,0.6317,576,0.2334,16,0.006500000000000001,317,0.1284,125,23,22,11,2151,8.18,344,367,8
JellyBitz/phBot-xPlugins,0,0,0,1524,349,364,1524,349,364,5435,0.718,0,0.0,1370,0.18100000000000002,765,0.1011,1882,116,4485,618,6805,0.0,1488,4027,24
loonghao/photoshop-python-api,5,155,105,1866,1648,1034,1861,1493,929,5710,0.6127,1582,0.1697,259,0.0278,1769,0.1898,2317,26,31,13,7551,4.72,1359,228,20
paulknewton/pi-cloud-frame,3,13,14,306,202,152,303,189,138,1300,0.5785,329,0.1464,129,0.0574,489,0.21760000000000002,171,8,28,36,1758,6.56,285,245,18
colinoflynn/pico-python,0,0,0,1468,1247,447,1468,1247,447,5766,0.5825,1784,0.1802,973,0.0983,1375,0.1389,1710,349,213,126,8523,2.42,964,1319,30
bbinet/pillarstack,0,0,0,37,18,10,37,18,10,175,0.7202,26,0.107,10,0.0412,32,0.1317,24,2,9,10,211,4.26,50,107,10
Andarius/piou,50,220,32,307,360,175,257,140,143,1821,0.7543000000000001,77,0.0319,32,0.013300000000000001,484,0.2005,229,12,77,2,1930,7.17,313,353,28
gsemet/pipenv-to-requirements,0,0,0,81,29,19,81,29,19,220,0.6627,20,0.0602,15,0.0452,77,0.23190000000000002,34,1,5,2,255,7.42,56,58,4
plastex/plastex,53,147,171,7044,3219,1850,6991,3072,1679,22198,0.6415000000000001,5380,0.1555,1744,0.0504,5282,0.15259999999999999,8571,482,2674,403,29322,3.18,5421,7608,112
platformio/platform-atmelavr,0,0,0,140,34,13,140,34,13,702,0.5396,302,0.2321,104,0.0799,193,0.1483,63,42,23,35,1108,3.47,172,280,11
platformio/platform-teensy,0,0,0,66,11,5,66,11,5,511,0.5301,206,0.2137,125,0.1297,122,0.1266,44,4,2,10,842,5.71,95,124,10
NISH1001/playx,3,0,0,697,422,232,694,422,232,2325,0.6017,745,0.1928,138,0.035699999999999996,656,0.1698,312,69,80,15,3208,7.28,487,696,52
DemokratieInBewegung/plenum,0,0,0,1133,636,330,1133,636,330,5577,0.7198,420,0.0542,328,0.042300000000000004,1423,0.1837,1314,229,235,224,6325,1.56,959,1586,166
avantifellows/plio-backend,0,20,0,1341,463,300,1341,443,300,6786,0.6537999999999999,1006,0.0969,859,0.0828,1728,0.16649999999999998,736,275,73,273,8651,2.45,634,391,75
dersphere/plugin.video.nasa,0,0,0,9,3,6,9,3,6,54,0.36,59,0.3933,18,0.12,19,0.1267,8,1,1,1,131,4.44,5,4,15
soumik12345/point-cloud-segmentation,0,60,19,293,150,65,293,90,46,1065,0.7706000000000001,119,0.0861,39,0.0282,159,0.1151,102,30,7,37,1223,5.2,161,217,20
Jvanrhijn/polybar-spotify,0,0,0,29,3,2,29,3,2,98,0.6853,13,0.0909,7,0.049,25,0.1748,14,1,4,1,118,6.19,22,48,1
datosgobar/portal-andino,0,0,0,149,89,76,149,89,76,676,0.7691,19,0.0216,30,0.0341,154,0.1752,213,12,14,13,725,5.04,167,161,44
paparazzi/pprzlink,0,5,2,901,485,227,901,480,225,3096,0.6554000000000001,364,0.0771,606,0.1283,658,0.1393,699,119,158,53,4066,5.09,674,1475,61
vinayak-mehta/present,72,6,0,296,111,66,224,105,66,1053,0.6249,64,0.038,249,0.1478,319,0.1893,159,42,51,16,1366,5.18,189,293,10
pretalx/pretalx,0,105,108,6810,5609,2482,6810,5504,2374,27309,0.7484000000000001,3900,0.1069,391,0.010700000000000001,4891,0.134,2886,552,663,1329,31600,2.84,7111,5599,353
alighazi/price_alert_bot,0,0,0,359,159,63,359,159,63,995,0.7162999999999999,20,0.0144,113,0.0814,261,0.18789999999999998,328,17,118,3,1128,4.78,264,473,15
twindb/proxysql-tools,0,0,0,731,498,266,731,498,266,3895,0.6238,1213,0.1943,254,0.0407,882,0.1413,307,128,158,103,5362,5.28,541,542,45
pulumi/pulumi-random,0,388,144,195,713,294,195,325,150,2013,0.5303,1331,0.3506,57,0.015,395,0.1041,361,38,67,69,3401,3.06,464,361,7
PureStorage-OpenConnect/pure-exporter,0,4,0,410,268,201,410,264,201,1900,0.65,592,0.2025,70,0.0239,361,0.1235,335,51,48,13,2562,6.62,461,717,21
planetarypy/pvl,0,148,97,981,820,510,981,672,413,5902,0.5557,2203,0.20739999999999997,929,0.0875,1587,0.1494,872,137,146,86,9034,6.24,1427,1842,50
cid-harvard/py-ecomplexity,0,0,0,136,55,19,136,55,19,334,0.5405,149,0.24109999999999998,48,0.07769999999999999,87,0.1408,47,6,23,0,531,6.97,47,77,7
jamasoftware-ps/py-jama-rest-client,0,6,0,408,333,142,408,327,142,1148,0.4783,782,0.3258,167,0.0696,303,0.12619999999999998,231,13,59,4,2097,6.93,232,179,3
x13a/py-minisign,25,35,29,108,82,49,83,47,20,557,0.8240000000000001,29,0.0429,0,0.0,90,0.1331,84,1,15,4,586,6.26,86,68,0
dnaeon/py-vconnector,0,0,0,89,74,36,89,74,36,404,0.44299999999999995,320,0.35090000000000005,79,0.0866,109,0.1195,31,8,15,2,803,7.72,75,71,4
NCAR/pyAverager,0,0,0,1323,356,67,1323,356,67,4928,0.44380000000000003,5124,0.46149999999999997,426,0.0384,625,0.056299999999999996,517,533,52,18,10478,4.03,683,1919,22
alok-ai-lab/pyDeepInsight,0,46,22,99,65,25,99,19,3,299,0.5085000000000001,221,0.3759,16,0.027200000000000002,52,0.08839999999999999,45,4,6,8,536,5.48,56,46,2
matbarofex/pyRofex,0,0,0,214,207,86,214,207,86,883,0.38539999999999996,886,0.38670000000000004,168,0.0733,354,0.1545,151,10,12,2,1937,7.36,163,250,5
tenable/pyTenable,80,377,226,3176,4682,3003,3096,4305,2777,25451,0.4384,24706,0.4255,1694,0.0292,6208,0.1069,1513,406,1139,365,51851,7.52,4327,4366,128
duo-labs/py_webauthn,172,118,93,866,204,126,694,86,33,3952,0.6053000000000001,1287,0.1971,368,0.0564,922,0.1412,463,85,47,66,5607,5.83,583,501,18
AtomDB/pyatomdb,0,0,0,4897,1094,242,4897,1094,242,11558,0.47159999999999996,5391,0.22,3436,0.1402,4122,0.16820000000000002,2777,416,9322,92,20385,0.0,2010,5628,72
ZEDGR/pychallonge,0,0,0,135,143,93,135,143,93,588,0.5832999999999999,164,0.16269999999999998,16,0.0159,240,0.23809999999999998,179,2,8,4,768,5.64,99,85,16
yoonsikp/pycubelut,1,0,0,39,9,3,38,9,3,153,0.6923,33,0.1493,13,0.0588,22,0.09949999999999999,21,9,10,1,199,6.46,37,105,3
nemocrys/pyelmer,12,0,0,808,360,174,796,360,174,3319,0.602,1182,0.2144,397,0.07200000000000001,615,0.1116,354,84,135,14,4898,7.19,594,1131,9
whaleygeek/pyenergenie,0,0,0,937,534,392,937,534,392,3367,0.5642,386,0.0647,1032,0.1729,1183,0.19820000000000002,716,55,964,247,4785,0.09,751,1191,15
pyscience-projects/pyevtk,0,0,0,650,290,122,650,290,122,2761,0.5097999999999999,1385,0.2557,724,0.13369999999999999,546,0.1008,396,69,52,5,4870,6.95,466,857,10
broadinstitute/pyfrost,24,104,25,695,330,184,671,226,159,3131,0.6168,811,0.1598,271,0.053399999999999996,863,0.17,480,66,86,56,4213,5.92,765,1303,8
LucaCappelletti94/pygifsicle,0,6,3,22,10,9,22,4,6,159,0.6139,67,0.2587,4,0.0154,29,0.11199999999999999,30,0,3,3,230,5.83,29,42,5
nanoporetech/pyguppyclient,0,0,0,557,892,498,557,892,498,2194,0.6840999999999999,212,0.0661,261,0.0814,540,0.1684,1750,112,50,59,2667,0.13,563,473,3
jingw/pyhdfs,30,136,98,212,221,98,182,85,0,1069,0.6336999999999999,325,0.19260000000000002,61,0.0362,232,0.1375,130,7,10,4,1455,7.97,278,136,7
jpadilla/pyjwt,0,48,24,898,596,320,898,548,296,3248,0.6271,611,0.11800000000000001,206,0.0398,1114,0.2151,391,20,307,15,4065,6.83,761,611,55
yannforget/pylandsat,0,0,0,229,138,94,229,138,94,889,0.6368,243,0.1741,25,0.0179,239,0.17120000000000002,99,9,43,15,1157,6.82,214,238,1
ToonWeyens/pylgrim,0,0,0,187,72,28,187,72,28,686,0.6082,52,0.0461,222,0.1968,168,0.1489,367,39,78,9,960,1.79,157,537,8
python-microservices/pyms,7,75,63,781,479,302,774,404,239,2527,0.6607,518,0.1354,33,0.0086,747,0.1953,518,14,54,33,3078,6.47,559,401,24
jkklee/pymysql-pool,0,0,0,35,33,11,35,33,11,179,0.6172,76,0.2621,9,0.031,26,0.0897,24,8,25,2,264,5.44,47,93,6
aldanor/pynab,0,0,0,154,124,94,154,124,94,562,0.6286,127,0.1421,21,0.0235,184,0.20579999999999998,129,22,13,9,710,5.36,152,82,4
jonwright/pyopengltk,0,0,0,165,100,56,165,100,56,663,0.6375,108,0.1038,107,0.10289999999999999,162,0.1558,123,15,48,9,878,5.76,106,127,3
osmcode/pyosmium,0,0,0,420,527,293,420,527,293,2178,0.5987,334,0.09179999999999999,283,0.07780000000000001,843,0.23170000000000002,556,52,138,121,2795,2.51,476,469,54
summerisgone/pyphrasy,0,0,0,70,27,18,70,27,18,307,0.7433,19,0.046,20,0.0484,67,0.16219999999999998,47,7,132,6,346,0.0,71,138,5
ajul/pyradox,0,0,0,1876,901,314,1876,901,314,6370,0.7106999999999999,524,0.058499999999999996,285,0.0318,1784,0.19899999999999998,2163,153,568,138,7179,3.01,1515,2917,39
fgimian/pyremedy,0,0,0,431,45,15,431,45,15,1496,0.5162,308,0.1063,638,0.2202,456,0.1573,46,91,16,0,2442,7.94,86,141,2
pyro-ppl/pyro-models,0,0,0,2747,781,528,2747,781,528,5177,0.6951999999999999,30,0.004,1018,0.1367,1222,0.1641,1551,266,1030,370,6225,0.3,785,142,9
hipster-philology/pyrrha,5,77,16,1394,881,511,1389,804,495,8432,0.7137,1543,0.1306,391,0.0331,1448,0.1226,1421,140,154,112,10366,5.48,1178,1432,57
xumingming/pyscheduler,0,0,0,117,59,29,117,59,29,292,0.7468,6,0.015300000000000001,11,0.0281,82,0.2097,82,8,45,1,309,4.76,64,118,8
django-haystack/pysolr,0,0,0,450,315,156,450,315,156,1996,0.6285000000000001,520,0.1637,194,0.0611,466,0.1467,247,43,136,9,2710,6.71,359,543,38
TargetHolding/pyspark-elastic,0,0,0,66,72,41,66,72,41,343,0.5277000000000001,22,0.0338,152,0.23379999999999998,133,0.2046,75,7,54,19,517,1.51,74,53,1
pavlovdo/pystormon,0,0,0,135,32,13,135,32,13,504,0.5557,73,0.0805,153,0.16870000000000002,177,0.19510000000000002,83,66,22,10,730,4.73,91,292,28
astropy/pytest-doctestplus,0,0,0,265,138,88,265,138,88,1267,0.5065999999999999,679,0.27149999999999996,173,0.0692,382,0.1527,152,22,15,6,2119,7.33,173,437,102
ulope/pytest-sftpserver,0,0,0,85,170,97,85,170,97,638,0.6934999999999999,48,0.052199999999999996,26,0.028300000000000002,208,0.2261,117,14,98,14,712,4.16,197,206,1
sde1000/python-dali,0,0,0,1943,701,388,1943,701,388,5811,0.5596,2387,0.2299,501,0.0482,1685,0.1623,641,123,189,52,8699,7.55,1193,1704,18
grantjenks/python-diskcache,0,0,0,1431,1054,667,1431,1054,667,6687,0.5539999999999999,2853,0.2364,270,0.022400000000000003,2260,0.18719999999999998,467,134,299,362,9810,5.17,1564,1783,30
eduvpn/python-eduvpn-client,21,515,223,1056,1209,639,1035,694,416,5435,0.6781,884,0.1103,269,0.0336,1427,0.17800000000000002,734,105,376,39,6588,6.62,970,1228,202
rspeer/python-ftfy,21,27,10,276,107,85,255,80,75,1087,0.3141,1474,0.42590000000000006,465,0.1344,435,0.1257,88,19,24,4,3026,8.03,219,365,144
HearthSim/python-hsreplay,0,1,0,317,95,91,317,94,91,1013,0.7482,37,0.0273,16,0.0118,288,0.2127,174,10,649,114,1066,0.0,281,434,7
MartijnBraam/python-isc-dhcp-leases,0,0,0,159,84,57,159,84,57,607,0.6781999999999999,133,0.14859999999999998,12,0.0134,143,0.1598,69,14,16,3,752,7.84,96,85,18
namacha/python-magichue,9,29,8,307,256,150,298,227,142,1169,0.7389,130,0.08220000000000001,0,0.0,283,0.1789,217,21,34,2,1299,6.75,236,178,32
rscada/python-mbus,0,0,0,870,44,48,870,44,48,1299,0.7368000000000001,87,0.0493,63,0.035699999999999996,314,0.17809999999999998,392,23,24,6,1449,5.79,90,96,19
Aceinna/python-openimu,8,40,15,5528,2351,1289,5520,2311,1274,19292,0.7317,2244,0.0851,1019,0.038599999999999995,3811,0.1445,2801,663,530,104,22555,6.67,4182,7635,427
zseta/python-opensea,0,0,0,78,164,34,78,164,34,398,0.3538,511,0.4542,90,0.08,126,0.11199999999999999,31,25,10,0,999,7.09,81,83,10
MolSSI-Education/python-package-best-practices,0,0,0,152,131,69,152,131,69,696,0.495,340,0.2418,66,0.046900000000000004,304,0.2162,47,12,20,0,1102,8.54,164,226,164
mk-fg/python-pulse-control,0,0,0,503,338,131,503,338,131,1950,0.7668,195,0.0767,50,0.0197,348,0.1368,503,100,1307,58,2195,0.0,428,1006,39
xmonader/python-sonic-client,0,53,5,79,113,49,79,60,44,314,0.40619999999999995,337,0.436,20,0.0259,102,0.132,63,8,27,0,671,6.5,87,115,5
grantjenks/python-sortedcollections,0,0,0,234,127,130,234,127,130,855,0.5344,307,0.19190000000000002,102,0.0638,336,0.21,138,4,40,17,1264,6.57,266,110,3
warner/python-spake2,0,0,0,866,464,274,866,464,274,3499,0.6686,735,0.1405,421,0.0805,578,0.1105,928,83,142,33,4655,4.72,593,1008,12
de-code/python-tf-bodypix,29,360,117,544,506,227,515,146,110,2980,0.7673000000000001,171,0.044000000000000004,73,0.018799999999999997,660,0.1699,353,23,0,6,3224,7.62,434,492,19
brian-the-dev/python-tradingview-ta,0,0,0,160,71,30,160,71,30,528,0.5249,223,0.2217,124,0.1233,131,0.13019999999999998,196,47,23,18,875,1.74,163,215,16
justquick/python-varnish,0,0,0,38,68,36,38,68,36,192,0.4936,145,0.3728,5,0.0129,47,0.1208,65,4,12,5,342,3.84,71,59,6
timeyyy/pytknvim,0,0,0,489,441,221,489,441,221,1695,0.6527,263,0.1013,203,0.0782,436,0.1679,169,39,164,69,2161,5.32,412,608,12
sunset1995/pytorch-layoutnet,0,0,0,1030,252,85,1030,252,85,2076,0.7265999999999999,181,0.0634,118,0.041299999999999996,482,0.16870000000000002,641,56,68,31,2375,4.81,261,432,6
oke-aditya/pytorch_cnn_trainer,0,41,0,383,151,48,383,110,48,1397,0.637,282,0.1286,172,0.0784,342,0.156,146,72,70,88,1851,2.05,147,223,14
MRod5/pyturb,0,0,0,985,472,289,985,472,289,2862,0.4168,2196,0.31980000000000003,420,0.061200000000000004,1389,0.2023,1225,140,277,39,5478,2.62,603,781,3
linklayer/pyvit,0,0,0,758,603,335,758,603,335,2861,0.6637000000000001,256,0.0594,388,0.09,806,0.187,543,87,81,71,3505,5.59,561,749,52
frank1010111/pywaterflood,0,81,16,278,196,58,278,115,42,783,0.5305,513,0.34759999999999996,28,0.019,152,0.10300000000000001,89,15,90,9,1324,5.91,141,189,22
GoSecure/pywsus,0,0,0,50,20,13,50,20,13,177,0.6887000000000001,0,0.0,13,0.0506,67,0.2607,77,1,24,0,190,3.74,28,49,2
anitagraser/qgis-processing-trajectory,0,0,0,227,171,113,227,171,113,323,0.6333,83,0.16269999999999998,26,0.051,78,0.15289999999999998,159,6,34,11,432,1.67,184,184,11
Kraymer/qifqif,0,0,0,208,106,67,208,106,67,823,0.5501,168,0.11230000000000001,225,0.15039999999999998,280,0.18719999999999998,104,18,34,22,1216,5.84,204,325,79
farizrahman4u/qlearning4k,0,0,0,173,116,61,173,116,61,493,0.8456,1,0.0017000000000000001,3,0.0051,86,0.1475,139,16,226,16,497,0.0,151,163,7
seomoz/qless-py,0,0,0,265,435,267,265,435,267,1777,0.6445000000000001,447,0.16210000000000002,129,0.046799999999999994,404,0.1465,108,53,76,26,2353,7.64,508,472,17
pedrorrivero/qrand,176,369,341,374,718,371,198,349,30,2374,0.39899999999999997,1615,0.27140000000000003,1335,0.22440000000000002,626,0.1052,259,43,106,50,5324,5.96,607,299,37
qualisys/qualisys_python_sdk,0,9,4,480,380,216,480,371,212,1863,0.5851,302,0.09480000000000001,281,0.0883,738,0.2318,83,23,23,6,2446,8.87,277,315,5
DongjunLee/quantified-self,0,79,41,2082,1275,644,2082,1196,603,6782,0.7334999999999999,521,0.056299999999999996,137,0.0148,1806,0.1953,765,207,187,235,7440,0.0,1540,2146,130
cguardia/questions,370,58,0,743,108,83,373,50,83,1664,0.5117,1058,0.32530000000000003,94,0.028900000000000002,436,0.1341,114,71,30,10,2816,8.04,246,358,15
gkmngrgn/radpress,0,0,0,393,165,108,393,165,108,1551,0.5359,649,0.2243,216,0.0746,478,0.16519999999999999,389,74,140,75,2416,0.52,235,229,58
getsentry/raven-python,0,0,0,2278,2058,1066,2278,2058,1066,9652,0.6358,2034,0.134,560,0.0369,2934,0.19329999999999997,1439,256,706,213,12246,5.75,2536,2465,378
jamielennox/requests-mock,0,0,0,476,453,278,476,453,278,2228,0.5897,279,0.0738,460,0.12179999999999999,811,0.2147,377,41,56,14,2967,6.99,416,293,34
brandond/requests-negotiate-sspi,0,0,0,57,22,6,57,22,6,174,0.5979,32,0.11,33,0.1134,52,0.1787,38,6,10,3,239,5.43,36,88,8
astooke/rlpyt,0,0,0,9711,4323,1348,9711,4323,1348,17279,0.6984999999999999,3133,0.1267,1030,0.0416,3294,0.1332,2148,786,1284,1614,21442,0.13,4439,4804,335
OCA/rma,0,0,0,809,338,192,809,338,192,2838,0.7165,560,0.1414,232,0.058600000000000006,331,0.0836,154,40,46,115,3630,4.96,499,502,14
jr-robotics/robo-gym-robot-servers,0,0,0,675,257,112,675,257,112,1598,0.6777,160,0.0679,216,0.0916,384,0.1628,392,49,86,80,1974,3.8,309,531,59
roboflow-ai/roboflow-python,0,0,1,304,214,80,304,214,79,998,0.5654,246,0.1394,262,0.1484,259,0.1467,194,34,63,14,1506,5.69,234,345,20
robotpy/robotpy-wpilib,0,15,10,147,69,38,147,54,28,942,0.5499,381,0.2224,112,0.0654,278,0.1623,153,23,46,27,1435,3.66,149,263,140
kyokenn/rogdrv,0,22,0,405,218,114,405,196,114,1441,0.5841,400,0.16210000000000002,194,0.0786,432,0.1751,211,31,114,21,2035,5.87,323,469,18
patpatpatpatpat/roph-rewards,0,0,0,171,22,16,171,22,16,474,0.7226,30,0.045700000000000005,15,0.0229,137,0.20879999999999999,64,15,7,2,519,7.82,98,249,2
alsora/ros2-tensorflow,0,0,0,217,86,51,217,86,51,769,0.5043,75,0.0492,394,0.2584,287,0.1882,105,10,2,47,1238,3.59,126,141,12
qweeze/rstream,178,222,126,481,334,143,303,112,17,2022,0.7837000000000001,22,0.0085,4,0.0016,532,0.20620000000000002,258,22,15,8,2048,7.49,326,326,5
ankane/s3tk,0,0,0,147,119,55,147,119,55,736,0.7487,36,0.0366,12,0.012199999999999999,199,0.2024,101,20,16,10,784,6.43,181,424,6
PartnershipOnAI/safelife,22,0,0,1597,572,275,1575,572,275,4420,0.6111,1704,0.23559999999999998,262,0.0362,847,0.11710000000000001,339,102,125,59,6386,7.59,954,1645,61
aws/sagemaker-mxnet-inference-toolkit,0,0,0,252,195,102,252,195,102,962,0.5063,170,0.0895,357,0.18789999999999998,411,0.2163,167,14,66,42,1489,4.03,141,219,22
facebookresearch/salina,10,77,15,2720,1489,568,2710,1412,553,2322,0.6820999999999999,460,0.1351,137,0.04019999999999999,485,0.1425,464,78,126,35,2919,5.7,1417,1909,31
graphql-python/sanic-graphql,0,0,0,69,73,56,69,73,56,625,0.6951999999999999,89,0.099,5,0.005600000000000001,180,0.2002,64,0,10,8,719,5.55,104,4,7
linzhiming0826/sanic-restful,0,4,1,214,260,104,214,256,103,904,0.5053,530,0.2963,59,0.033,296,0.1655,83,46,31,20,1493,6.53,260,449,5
santiment/sanpy,0,79,1,632,498,239,632,419,238,2215,0.6296,596,0.16940000000000002,55,0.015600000000000001,652,0.18530000000000002,358,40,69,6,2866,6.36,388,620,38
Sceptre/sceptre,14,149,71,2420,1844,996,2406,1695,925,9787,0.6133,3562,0.2232,344,0.0216,2264,0.1419,961,185,451,297,13693,4.92,2039,1682,120
altair-viz/schemapi,0,0,0,302,186,127,302,186,127,1203,0.6144,387,0.1977,62,0.0317,306,0.1563,173,39,67,13,1652,6.38,357,327,22
opencontrol/schemas,0,0,0,52,15,13,52,15,13,148,0.7629,16,0.0825,4,0.0206,26,0.134,6,2,6,4,168,7.19,27,53,5
sqozz/schort,0,0,0,63,35,23,63,35,23,188,0.7642,13,0.0528,5,0.0203,40,0.16260000000000002,74,8,187,16,206,0.0,39,53,5
SciCrunch/scibot,0,5,2,1408,652,438,1408,647,436,4858,0.7147,444,0.0653,481,0.0708,1014,0.1492,981,170,529,178,5783,3.44,1564,2385,66
allenai/scidocs,1,68,9,280,143,34,279,75,25,755,0.6594,189,0.16510000000000002,31,0.0271,170,0.1485,197,21,46,31,975,3.14,139,208,8
CCA-Public/scope,0,0,0,908,447,261,908,447,261,4026,0.6747,879,0.14730000000000001,320,0.0536,742,0.1244,451,58,166,163,5225,4.28,522,593,7
cov-lineages/scorpio,0,0,0,562,176,66,562,176,66,305,0.7279000000000001,38,0.0907,15,0.0358,61,0.1456,56,4,25,1,358,4.44,535,1185,24
nteract/scrapbook,0,0,0,193,293,191,193,293,191,1851,0.6352,473,0.1623,149,0.051100000000000007,441,0.15130000000000002,231,25,77,16,2473,5.48,253,235,17
micahcochran/scrape-schema-recipe,4,39,12,120,91,65,116,52,53,463,0.4517,280,0.2732,93,0.0907,189,0.1844,116,4,9,4,836,6.1,172,161,4
JonathonReinhart/scuba,0,0,0,489,375,274,489,375,274,2806,0.6607,365,0.0859,261,0.061500000000000006,815,0.19190000000000002,413,25,186,27,3432,6.09,537,411,39
predicthq/sdk-py,0,0,0,676,312,171,676,312,171,2528,0.65,355,0.0913,242,0.0622,764,0.19649999999999998,427,144,51,28,3125,5.55,427,312,10
ryansmcgee/seirsplus,0,0,0,3095,2181,229,3095,2181,229,7686,0.6123,666,0.053099999999999994,1980,0.1577,2220,0.1769,7391,543,346,60,10332,0.0,3027,5951,21
custom-components/sensor.sonarr_upcoming_media,0,0,0,62,16,8,62,16,8,151,0.8251000000000001,12,0.06559999999999999,0,0.0,20,0.1093,18,4,8,5,163,5.45,29,73,0
getsentry/sentry-auth-saml2,0,0,0,67,41,26,67,41,26,382,0.6161,51,0.0823,32,0.0516,155,0.25,90,17,4,40,465,0.0,64,43,10
marekrei/sequence-labeler,0,0,0,388,104,38,388,104,38,887,0.7822,22,0.0194,22,0.0194,203,0.179,276,29,52,5,931,5.44,304,586,2
clarkduvall/serpy,0,0,0,200,109,58,200,109,58,579,0.4911,158,0.134,190,0.1612,252,0.2137,173,17,27,16,927,4.24,104,88,4
PhotoBackup/server-bottle,0,0,0,69,25,25,69,25,25,279,0.5471,70,0.1373,77,0.151,84,0.16469999999999999,22,9,16,9,426,6.12,65,85,2
triton-inference-server/server,0,20,10,6829,3225,1232,6829,3205,1222,35881,0.6994,2301,0.0449,7277,0.1418,5842,0.1139,3932,1268,1497,519,45459,5.65,5665,14973,350
mozilla/servicebook,0,0,0,476,127,86,476,127,86,1286,0.7356999999999999,36,0.0206,61,0.0349,365,0.20879999999999999,117,31,26,43,1383,6.62,206,396,27
lobstrio/shadow-useragent,0,0,0,30,30,24,30,30,24,192,0.7773,7,0.028300000000000002,6,0.024300000000000002,42,0.17,53,7,7,4,205,4.12,50,48,5
shashlik/shashlik-runtime-env,0,0,0,17,1,1,17,1,1,42,0.7119,0,0.0,3,0.0508,14,0.2373,16,1,4,1,45,3.5,12,17,4
victormartinez/shub_cli,0,0,0,89,59,38,89,59,38,415,0.6014,158,0.22899999999999998,0,0.0,117,0.1696,82,6,47,14,573,2.35,66,101,1
hanspi42/signalflowgrapher,30,315,91,1921,1141,601,1891,826,510,6143,0.7193,705,0.08259999999999999,279,0.0327,1413,0.1655,666,134,92,90,7127,7.17,1117,1129,7
claudegel/sinope-130,0,0,0,945,348,181,945,348,181,2873,0.7893000000000001,395,0.1085,39,0.010700000000000001,333,0.0915,181,66,131,46,3307,6.88,411,840,68
timClicks/slate,0,0,0,29,28,19,29,28,19,157,0.5233,86,0.2867,15,0.05,42,0.14,46,3,6,10,258,1.6,46,35,8
north-road/slyr,7,584,146,5412,2492,1803,5405,1908,1657,19739,0.5772999999999999,7732,0.2261,1692,0.0495,5028,0.1471,2241,265,22,109,29163,8.0,4764,6233,15
beancount/smart_importer,2,3,2,84,90,49,82,87,47,441,0.5052,272,0.3116,12,0.0137,148,0.16949999999999998,3,4,4,18,725,6.78,110,93,30
mushorg/snare,0,0,0,620,210,197,620,210,197,1918,0.7448999999999999,140,0.054400000000000004,116,0.045,401,0.1557,284,33,63,36,2174,6.45,332,418,49
asleep-cult/snekcord,328,413,365,1233,786,384,905,373,19,4052,0.735,171,0.031,26,0.004699999999999999,1264,0.2293,453,72,63,8,4249,7.94,818,675,4
jeffh/sniffer,0,0,0,132,233,124,132,233,124,904,0.6308,286,0.1996,28,0.0195,215,0.15,116,25,39,13,1218,6.73,262,330,13
snowplow/snowplow-python-tracker,0,299,247,790,524,247,790,225,0,2471,0.5528,1265,0.28300000000000003,39,0.0087,695,0.1555,689,49,70,18,3775,5.59,385,326,15
lorey/social-media-profiles-regexs,0,0,3,23,6,9,23,6,6,89,0.5597,19,0.1195,15,0.0943,36,0.22640000000000002,15,0,10,3,123,4.81,23,42,2
erikarenhill/solaredge-modbus-hass,0,0,0,156,34,24,156,34,24,305,0.5576,13,0.023799999999999998,84,0.1536,145,0.2651,75,4,14,10,402,4.8,40,54,17
nmakel/solaredge_meterproxy,0,0,0,126,32,17,126,32,17,677,0.5331,164,0.1291,275,0.2165,154,0.1213,98,38,55,20,1116,4.76,60,562,5
biocore/songbird,0,25,5,292,116,53,292,91,48,621,0.5263,351,0.2975,51,0.0432,157,0.1331,96,12,30,32,1023,2.24,93,69,43
jazzband/sorl-thumbnail,0,0,0,882,782,361,882,782,361,3064,0.6257,537,0.1097,312,0.0637,984,0.2009,552,60,136,64,3913,6.03,724,805,131
pydata/sparse,0,13,6,2413,1375,679,2413,1362,673,6448,0.48109999999999997,5001,0.3732,438,0.0327,1515,0.113,714,176,223,29,11887,7.27,1729,2965,50
IBM/spectrum-protect-sppmon,286,238,169,1131,503,209,845,265,40,4856,0.4891,3029,0.30510000000000004,729,0.07339999999999999,1315,0.1324,873,84,233,92,8614,5.4,1035,2404,56
awni/speech,0,0,0,575,239,112,575,239,112,1389,0.6973,175,0.08789999999999999,72,0.0361,356,0.1787,301,33,106,38,1636,4.92,302,263,8
italia/spid-regole-tecniche,0,0,0,39,1,1,39,1,1,65,0.2273,17,0.0594,132,0.46149999999999997,72,0.25170000000000003,29,0,2,2,214,1.28,3,3,13
