name,annotated ≥ 20,annotated_ratio,py_code_loc,pylint_convention_msg_norm,pylint_refactor_msg_norm,pylint_warning_msg_norm,pylint_error_msg_norm,cyclomatic_complexity_norm,cognitive_complexity_norm,bug_score_norm
HugoLB0/Ransom0,FALSE,0,248,0.318548387,0.024193548,0.10483871,0.012096774,0.108870968,0.306451613,0
opencontrol/schemas,FALSE,0,148,0.040540541,0.013513514,0.040540541,0.027027027,0.182432432,0.358108108,0.033783784
truncj/thermos,FALSE,0,177,0.118644068,0.011299435,0.096045198,0.04519774,0.152542373,0.581920904,0
targodan/jupyter-swi-prolog,FALSE,0,198,0.156565657,0.005050505,0.050505051,0.02020202,0.141414141,0.292929293,0.01010101
GoSecure/pywsus,FALSE,0,177,0.435028249,0.005649718,0.13559322,0,0.15819209,0.276836158,0.011299435
ilivans/tf-rnn-attention,FALSE,0,188,0.175531915,0.015957447,0.015957447,0.031914894,0.14893617,0.154255319,0.021276596
custom-components/sensor.sonarr_upcoming_media,FALSE,0,151,0.119205298,0.026490066,0.052980132,0.033112583,0.19205298,0.483443709,0
tnlin/PokemonGo-TSP,FALSE,0,212,0.283018868,0.023584906,0.056603774,0,0.141509434,0.316037736,0.028301887
imfing/audio-classification,FALSE,0,213,0.34741784,0.004694836,0.150234742,0.126760563,0.145539906,0.41314554,0.046948357
couldbejake/spotify2mp3,FALSE,0,214,0.322429907,0.051401869,0.098130841,0.046728972,0.144859813,0.859813084,0.004672897
ypsu/latex-to-unicode,FALSE,0,229,0.192139738,0.008733624,0.624454148,0.008733624,0.135371179,0.244541485,0.008733624
wushilian/CRNN_Attention_OCR_Chinese,FALSE,0,234,0.239316239,0.008547009,0.047008547,0.025641026,0.136752137,0.192307692,0.004273504
brilam/remove-bg,FALSE,0,123,0.520325203,0.097560976,0.073170732,0.008130081,0.268292683,0.349593496,0
Hironsan/BossSensor,FALSE,0,242,0.252066116,0.016528926,0.02892562,0.049586777,0.136363636,0.194214876,0.037190083
fieldOfView/Cura-ZOffsetPlugin,FALSE,0,127,0.188976378,0.062992126,0.039370079,0.047244094,0.267716535,0.952755906,0.007874016
DH-AL/Dh-All,FALSE,0,126,0.119047619,0.111111111,0.785714286,0.238095238,0.26984127,0.261904762,0
aflansburg/amzreviewsscrape,FALSE,0,150,0.266666667,0.06,0.06,0.013333333,0.226666667,0.786666667,0.026666667
EverWinter23/graphene-gis,FALSE,0,132,0.189393939,0.03030303,0.045454545,0.045454545,0.257575758,0.022727273,0.037878788
ntoll/microrepl,FALSE,0,3597,0.008896302,0.000556019,0.003892132,0.001946066,0.009452321,0.013344454,0.000834028
merenlab/reads-for-assembly,FALSE,0,193,0.357512953,0.056994819,0.015544041,0.010362694,0.18134715,0.331606218,0.020725389
AislerHQ/PushForKiCad,FALSE,0,228,0.157894737,0.035087719,0.048245614,0.021929825,0.157894737,0.192982456,0.00877193
flying-sheep/bcode,FALSE,0,184,0.206521739,0.016304348,0.717391304,0.005434783,0.195652174,0.25,0.032608696
brandond/requests-negotiate-sspi,FALSE,0,174,0.218390805,0.034482759,0.057471264,0.017241379,0.206896552,0.505747126,0.045977011
avinassh/prawoauth2,FALSE,0,238,0.138655462,0.016806723,0.071428571,0.021008403,0.155462185,0.071428571,0.016806723
adafruit/Adafruit_CircuitPython_SGP30,FALSE,0,206,0.126213592,0,0.024271845,0.024271845,0.17961165,0.17961165,0.019417476
barrycarey/Speedtest-for-InfluxDB-and-Grafana,FALSE,0,192,0.125,0.020833333,0.015625,0.041666667,0.192708333,0.255208333,0.041666667
barrycarey/Speedtest-for-InfluxDB-and-Grafana,FALSE,0,192,0.125,0.020833333,0.015625,0.041666667,0.192708333,0.255208333,0.041666667
richardfan1126/nitro-enclave-python-demo,FALSE,0,285,0.192982456,0.01754386,0.035087719,0.084210526,0.133333333,0.242105263,0.010526316
Sean-Bradley/SNMP2ZABBIX,FALSE,0,298,0.070469799,0.003355705,0.026845638,0,0.130872483,0.406040268,0
allangood/check_mk,FALSE,0,323,0.182662539,0.012383901,0.027863777,0.263157895,0.120743034,0.256965944,0.018575851
jcarbaugh/python-webfinger,FALSE,0,158,0.221518987,0.03164557,0.056962025,0,0.246835443,0.208860759,0.025316456
ritiek/trunofficial,FALSE,0,270,0.166666667,0.02962963,0.040740741,0,0.144444444,0.514814815,0.014814815
satheesh1997/webpty,FALSE,0,196,0.081632653,0.005102041,0.06122449,0.010204082,0.198979592,0.326530612,0.045918367
M507/Kali-TX,FALSE,0,191,0.251308901,0.020942408,0.020942408,0,0.204188482,0.335078534,0.005235602
sqozz/schort,FALSE,0,188,0.393617021,0.042553191,0.994680851,0.085106383,0.207446809,0.281914894,0.026595745
asciidoctor/sublimetext-asciidoc,FALSE,0,226,0.123893805,0.022123894,0.017699115,0.101769912,0.172566372,0.146017699,0.004424779
custom-components/weatheralerts,FALSE,0,175,0.04,0.028571429,0.011428571,0.051428571,0.222857143,0.497142857,0.051428571
erikarenhill/solaredge-modbus-hass,FALSE,0,305,0.245901639,0.013114754,0.045901639,0.032786885,0.131147541,0.17704918,0.055737705
gaowanliang/OneDriveShareLinkPushAria2,FALSE,0,343,0.518950437,0.026239067,0.026239067,0.008746356,0.12244898,0.306122449,0.008746356
TouK/sputnik-ci,FALSE,0,195,0.241025641,0.020512821,0.128205128,0,0.215384615,0.307692308,0.005128205
opsdisk/pagodo,FALSE,0,367,0.111716621,0.021798365,0.051771117,0.002724796,0.117166213,0.403269755,0.010899183
robmarkcole/HASS-Sighthound,FALSE,0,278,0.007194245,0.014388489,0.007194245,0.028776978,0.158273381,0.165467626,0.007194245
tihonav/cad-to-geant4-converter,FALSE,0,797,0.102885822,0.010037641,0.212045169,0,0.055207026,0.100376412,0.007528231
eleweek/histsync,FALSE,0,409,0.303178484,0.012224939,0.029339853,0.090464548,0.11002445,0.114914425,0.029339853
dnanhkhoa/python-vncorenlp,FALSE,0,153,0.248366013,0.026143791,0.058823529,0,0.294117647,0.366013072,0.013071895
ericsuh/dirichlet,FALSE,0,316,0.313291139,0.006329114,0.085443038,0.006329114,0.14556962,0.212025316,0.022151899
amitesh863/nbeats_forecast,FALSE,0,219,0.452054795,0.02739726,0.118721461,0.01826484,0.210045662,0.365296804,0
Lyonk71/pandas-dedupe,FALSE,0,338,0.402366864,0.041420118,0.068047337,0.014792899,0.136094675,0.396449704,0.023668639
timClicks/slate,FALSE,0,157,0.292993631,0.01910828,0.038216561,0.063694268,0.292993631,0.222929936,0.050955414
cycomanic/Menextract2pdf,FALSE,0,260,0.153846154,0.034615385,0.080769231,0.184615385,0.180769231,0.503846154,0.007692308
redhat-cop/openshift-applier,FALSE,0,96,0.1875,0.041666667,0.114583333,0,0.489583333,0.916666667,0.364583333
cid-harvard/py-ecomplexity,FALSE,0,334,0.140718563,0.017964072,0.068862275,0,0.140718563,0.230538922,0.020958084
jkklee/pymysql-pool,FALSE,0,179,0.134078212,0.044692737,0.139664804,0.011173184,0.262569832,0.519553073,0.033519553
Thibauth/python-pushover,FALSE,0,254,0.125984252,0.035433071,0.066929134,0.015748031,0.188976378,0.271653543,0.015748031
Thezap/Linker_EPITECH_To_GOOGLE_Calendar,FALSE,0,146,0.267123288,0.02739726,0.01369863,0.020547945,0.335616438,0.54109589,0.02739726
k0rnh0li0/onlyfans-dl,FALSE,0,274,0.200729927,0.02919708,0.062043796,0,0.178832117,0.401459854,0.025547445
robinhilliard/pipes,FALSE,0,151,0.271523179,0.026490066,0.01986755,0.01986755,0.324503311,0.158940397,0.039735099
notify-run/notify.run,FALSE,0,231,0.194805195,0.008658009,0.03030303,0.008658009,0.212121212,0.272727273,0.077922078
hmi88/BEGAN-tensorflow,FALSE,0,388,0.231958763,0.012886598,0.043814433,0.038659794,0.128865979,0.139175258,0.00257732
Minyall/gephi_twitter_media_downloader,FALSE,0,215,0.190697674,0.018604651,0.037209302,0.009302326,0.23255814,0.609302326,0.051162791
berkerpeksag/murl,FALSE,0,241,0.178423237,0.004149378,0.012448133,0,0.20746888,0.078838174,0.012448133
bbinet/pillarstack,FALSE,0,175,0.137142857,0.011428571,0.051428571,0.057142857,0.285714286,0.611428571,0.057142857
lobstrio/shadow-useragent,FALSE,0,192,0.276041667,0.036458333,0.036458333,0.020833333,0.260416667,0.25,0.026041667
hoffa/notation,FALSE,0,206,0.27184466,0.004854369,0,0.019417476,0.247572816,0.412621359,0
zyn3rgy/LdapRelayScan,FALSE,0,191,0.434554974,0.078534031,0.19895288,0.015706806,0.272251309,0.77486911,0.010471204
coderaavan/fbChatPython,FALSE,0,273,0.168498168,0.04029304,0.274725275,0.036630037,0.19047619,0.26007326,0.014652015
Azelphur/pyPushBullet,FALSE,0,237,0.291139241,0.012658228,0.063291139,0,0.219409283,0.265822785,0.012658228
WarrenWeckesser/wavio,FALSE,0,333,0.105105105,0.015015015,0.009009009,0,0.156156156,0.231231231,0
IBM/MAX-Sports-Video-Classifier,FALSE,0,214,0.23364486,0.03271028,0.023364486,0.046728972,0.242990654,0.135514019,0
pymike00/QuestionTime,FALSE,0,281,0.227758007,0.049822064,0.021352313,0.110320285,0.185053381,0.035587189,0.010676157
pymike00/QuestionTime,FALSE,0,281,0.227758007,0.049822064,0.021352313,0.110320285,0.185053381,0.035587189,0.010676157
dynilib/submission,FALSE,0,335,0.247761194,0.047761194,0.017910448,0.065671642,0.158208955,0.241791045,0
Godlander/objmc,FALSE,0,366,0.316939891,0.030054645,0.713114754,0.035519126,0.147540984,0.210382514,0.049180328
JordiCorbilla/stock-prediction-deep-neural-learning,FALSE,0,460,0.17826087,0.02173913,0.015217391,0.030434783,0.117391304,0.056521739,0.02173913
narrowfail/django-channels-chat,FALSE,0,402,0.174129353,0.034825871,0.017412935,0.094527363,0.13681592,0.019900498,0.007462687
nicholaskajoh/devsearch,FALSE,0,363,0.236914601,0.055096419,0.027548209,0.123966942,0.154269972,0.247933884,0.005509642
manics/jupyter-offlinenotebook,FALSE,0,401,0.12967581,0.009975062,0.042394015,0.02244389,0.139650873,0.077306733,0.019950125
r9y9/pyopenjtalk,FALSE,0,404,0.227722772,0.004950495,0.044554455,0.00990099,0.138613861,0.198019802,0.071782178
marin117/Gmail-deleter,FALSE,0,189,0.153439153,0.026455026,0.100529101,0.111111111,0.296296296,0.82010582,0.026455026
Nullifiers/Hackerrank-Solution-Crawler,FALSE,0,264,0.223484848,0.022727273,0.734848485,0.007575758,0.212121212,0.212121212,0.03030303
MadryLab/mnist_challenge,FALSE,0,470,0.140425532,0.021276596,0.631914894,0.025531915,0.119148936,0.129787234,0.004255319
gsemet/pipenv-to-requirements,FALSE,0,220,0.154545455,0.004545455,0.022727273,0.009090909,0.254545455,0.263636364,0.018181818
intgr/topy,FALSE,0,274,0.098540146,0.00729927,0.03649635,0.003649635,0.204379562,0.346715328,0.018248175
viczem/ansible-keepass,FALSE,0,268,0.164179104,0.044776119,0.041044776,0.029850746,0.212686567,0.828358209,0
piotrkilczuk/cmsplugin_gallery,FALSE,0,412,0.191747573,0.033980583,0.029126214,0.082524272,0.138349515,0.150485437,0.101941748
zzbe/mikrocata,FALSE,0,260,0.15,0.011538462,0.053846154,0.019230769,0.219230769,0.615384615,0.003846154
mattgiles/mujson,FALSE,0,251,0.119521912,0.003984064,0.019920319,0.003984064,0.227091633,0.390438247,0.007968127
MakeMonmouth/mventory,FALSE,0,523,0.154875717,0.063097514,0.001912046,0.049713193,0.110898662,0.110898662,0.024856597
getodk/xlsform-offline,FALSE,0,377,0.180371353,0.045092838,0.042440318,0.013262599,0.153846154,0.286472149,0.00265252
jgorset/facebook,FALSE,0,414,0.094202899,0.062801932,0.082125604,0.171497585,0.142512077,0.086956522,0.004830918
kbsezginel/nanocar-avogadro,FALSE,0,438,0.143835616,0.011415525,0.02283105,0.015981735,0.136986301,0.235159817,0.006849315
nmakel/solaredge_meterproxy,FALSE,0,677,0.144756278,0.056129985,0.081240768,0.029542097,0.088626292,0.830132939,0.007385524
geekpradd/PyDictionary,FALSE,0,190,0.321052632,0.026315789,0.126315789,0.015789474,0.321052632,0.726315789,0.047368421
Mte90/SyntaxAutoFix,FALSE,0,375,0.194666667,0.010666667,0.088,0.024,0.162666667,0.277333333,0.064
Blizzard/s2client-proto,FALSE,0,265,0.113207547,0.026415094,0.094339623,0.00754717,0.230188679,0.501886792,0.030188679
hector-sab/ttictoc,FALSE,0,338,0.079881657,0.00887574,0.020710059,0.017751479,0.183431953,0.177514793,0.032544379
aws-samples/amazon-guardduty-waf-acl,FALSE,0,545,0.352293578,0.049541284,0.172477064,0.016513761,0.11559633,0.431192661,0.005504587
jacexh/pyautoit,FALSE,0,1052,0.067490494,0.017110266,0.012357414,0,0.060836502,0.051330798,0.003802281
genesluder/python-apns,FALSE,0,285,0.185964912,0.024561404,0.122807018,0.014035088,0.224561404,0.329824561,0.014035088
BenBrock/reple,FALSE,0,274,0.142335766,0.04379562,0.065693431,0.003649635,0.233576642,0.284671533,0.003649635
xumingming/pyscheduler,FALSE,0,292,0.280821918,0.02739726,0.154109589,0.003424658,0.219178082,0.404109589,0.02739726
getsentry/sentry-auth-saml2,FALSE,0,382,0.235602094,0.044502618,0.010471204,0.104712042,0.167539267,0.112565445,0.02617801
Juyong/CaricatureFace,FALSE,0,604,0.248344371,0.049668874,0.072847682,0.01986755,0.107615894,0.109271523,0.001655629
ctrlaltcoop/certbot-dns-hetzner,FALSE,0,401,0.219451372,0.019950125,0.014962594,0.029925187,0.162094763,0.119700748,0.034912718
mthh/jenkspy,FALSE,0,246,0.199186992,0.024390244,0.073170732,0.012195122,0.264227642,0.325203252,0.004065041
chrischute/pbt,FALSE,0,306,0.150326797,0.026143791,0.039215686,0.081699346,0.212418301,0.192810458,0.006535948
EnergieID/smappy,FALSE,0,294,0.132653061,0.030612245,0.003401361,0,0.221088435,0.132653061,0.020408163
Ori226/p300_lstm,FALSE,0,424,0.308962264,0.044811321,0.023584906,0.047169811,0.153301887,0.20990566,0
PhotoBackup/server-bottle,FALSE,0,279,0.078853047,0.032258065,0.05734767,0.032258065,0.23297491,0.304659498,0.007168459
InterSIS/django-rest-encrypted-lookup,FALSE,0,343,0.166180758,0.04664723,0.034985423,0.052478134,0.192419825,0.166180758,0.008746356
victormartinez/shub_cli,FALSE,0,415,0.197590361,0.014457831,0.113253012,0.03373494,0.159036145,0.243373494,0.002409639
hasanhuz/SpanEmo,FALSE,0,365,0.106849315,0.038356164,0.019178082,0.060273973,0.183561644,0.22739726,0
ChenjieXu/selective_search,FALSE,0,253,0.162055336,0.023715415,0.015810277,0.027667984,0.264822134,0.300395257,0.019762846
lvasiliev/smstools-http-api,FALSE,0,349,0.206303725,0.042979943,0.020057307,0.031518625,0.191977077,0.369627507,0.008595989
kootenpv/gittyleaks,FALSE,0,236,0.271186441,0.025423729,0.038135593,0.016949153,0.288135593,0.5,0.012711864
lbolla/yamlenv,FALSE,0,347,0.181556196,0.020172911,0.017291066,0.011527378,0.195965418,0.181556196,0.005763689
hzulla/tolino-python,FALSE,0,441,0.308390023,0.002267574,0.106575964,0.004535147,0.154195011,0.385487528,0.027210884
mirhmousavi/Pois,FALSE,0,262,0.198473282,0.007633588,0.076335878,0.022900763,0.263358779,0.263358779,0.049618321
mattiasnordin/StataEditor,FALSE,0,260,0.288461538,0.1,0.988461538,0.023076923,0.269230769,0.669230769,0.026923077
astariul/discord_interactive_help,FALSE,0,277,0.483754513,0.039711191,0.068592058,0.010830325,0.252707581,0.371841155,0.028880866
badges/pypipins,FALSE,0,293,0.136518771,0.006825939,0.081911263,0.013651877,0.23890785,0.327645051,0.027303754
CoverGenius/django-reactive,FALSE,0,806,0.094292804,0.044665012,0.013647643,0.043424318,0.08808933,0.048387097,0.006203474
donnm/mtk_fw_tools,FALSE,0,340,0.294117647,0.044117647,0.070588235,0.008823529,0.208823529,0.417647059,0.035294118
summerisgone/pyphrasy,FALSE,0,307,0.153094463,0.022801303,0.429967427,0.019543974,0.231270358,0.449511401,0.016286645
justquick/python-varnish,FALSE,0,192,0.338541667,0.020833333,0.0625,0.026041667,0.369791667,0.307291667,0.03125
watsonyanghx/CNN_LSTM_CTC_Tensorflow,FALSE,0,457,0.179431072,0.019693654,0.072210066,0.013129103,0.157549234,0.249452954,0.002188184
brandon-rhodes/logging_tree,FALSE,0,446,0.152466368,0.024663677,0.011210762,0.002242152,0.161434978,0.217488789,0.006726457
shahinism/python-negar,FALSE,0,349,0.080229226,0.008595989,0.071633238,0.00286533,0.206303725,0.257879656,0.042979943
python-variants/variants,FALSE,0,402,0.335820896,0.024875622,0.049751244,0.082089552,0.179104478,0.029850746,0.004975124
gabrielfalcao/steadymark,FALSE,0,506,0.169960474,0.015810277,0.075098814,0.0256917,0.14229249,0.177865613,0.029644269
amsehili/genRSS,FALSE,0,260,0.35,0.030769231,0.069230769,0.003846154,0.280769231,1.176923077,0
kipe/pycron,FALSE,0,458,0.096069869,0.050218341,0.004366812,0.063318777,0.159388646,0.296943231,0.004366812
cmanaha/python-elasticsearch-logger,FALSE,0,473,0.114164905,0.010570825,0.078224101,0.00845666,0.154334038,0.192389006,0.019027484
nithinphilips/spotifyscrape,FALSE,0,443,0.0248307,0.036117381,0.031602709,0.018058691,0.164785553,0.340857788,0.002257336
andreif/uwsgi-tools,FALSE,0,413,0.16464891,0.021791768,0.00968523,0.012106538,0.176755448,0.205811138,0.004842615
MLNLP-World/SimBiber,FALSE,0,242,0.198347107,0.012396694,0.070247934,0.016528926,0.305785124,0.578512397,0.020661157
grundic/confluence-page-copier,FALSE,0,376,0.167553191,0.042553191,0.095744681,0.021276596,0.196808511,0.343085106,0.002659574
phunt/zktop,FALSE,0,353,0.246458924,0.036827195,0.107648725,0.031161473,0.209631728,0.541076487,0.028328612
gabrielmagno/nano-dlna,FALSE,0,541,0.15896488,0.007393715,0.081330869,0.018484288,0.136783734,0.266173752,0.009242144
TargetHolding/pyspark-elastic,FALSE,0,343,0.218658892,0.020408163,0.157434402,0.055393586,0.21574344,0.15451895,0.002915452
vysecurity/DomLink,FALSE,0,242,0.247933884,0.041322314,0.049586777,0,0.309917355,0.805785124,0.033057851
dvingerh/PyInstaStories,FALSE,0,410,0.202439024,0.051219512,0.924390244,0.004878049,0.182926829,0.965853659,0.004878049
Azure/aml-run,FALSE,0,650,0.201538462,0.013846154,0.023076923,0.04,0.115384615,0.229230769,0.049230769
zsylvester/meanderpy,FALSE,0,632,0.571202532,0.056962025,0.037974684,0.007911392,0.118670886,0.287974684,0.023734177
wdbm/spin,FALSE,0,439,0.271070615,0.029612756,0.116173121,0.009111617,0.170842825,0.307517084,0.009111617
leovoel/BeautifulDiscord,FALSE,0,500,0.138,0.012,0.028,0.002,0.15,0.294,0.016
dnaeon/py-vconnector,FALSE,0,404,0.076732673,0.01980198,0.037128713,0.004950495,0.185643564,0.175742574,0.00990099
Kraymer/cronicle,FALSE,0,375,0.104,0.016,0.096,0.026666667,0.202666667,0.293333333,0.074666667
praekelt/django-simple-autocomplete,FALSE,0,524,0.129770992,0.045801527,0.08778626,0.051526718,0.145038168,0.309160305,0.011450382
stummjr/scrapy-fieldstats,FALSE,0,227,0.101321586,0.004405286,0.004405286,0.008810573,0.339207048,0.162995595,0.008810573
Programeiros/TycotBot,FALSE,0,408,0.107843137,0.019607843,0.012254902,0.049019608,0.191176471,0.230392157,0.009803922
marshmallow-code/django-rest-marshmallow,FALSE,0,276,0.199275362,0.014492754,0.039855072,0.039855072,0.282608696,0.275362319,0.014492754
phin3has/mailoney,FALSE,0,424,0.25,0.011792453,0.061320755,0.035377358,0.183962264,0.396226415,0.011792453
infertux/zeyple,FALSE,0,443,0.069977427,0.018058691,0.072234763,0.006772009,0.176072235,0.214446953,0.027088036
myusko/GitterPy,FALSE,0,319,0.275862069,0.006269592,0.028213166,0.003134796,0.250783699,0.078369906,0.031347962
TeamHG-Memex/tensorboard_logger,FALSE,0,1162,0.068846816,0.032702238,0.022375215,0.013769363,0.068846816,0.06454389,0.005163511
desbma/GoogleSpeech,FALSE,0,354,0.200564972,0.011299435,0.779661017,0.008474576,0.225988701,0.347457627,0.031073446
marselester/flask-api-utils,FALSE,0,462,0.173160173,0.017316017,0.04978355,0.025974026,0.175324675,0.136363636,0.004329004
johnaparker/fplanck,FALSE,0,821,0.227771011,0.019488429,0.06090134,0.010962241,0.098660171,0.118148599,0.004872107
autopkg/jessepeterson-recipes,FALSE,0,444,0.231981982,0.027027027,0.060810811,0.033783784,0.182432432,0.281531532,0.024774775
zseta/python-opensea,FALSE,0,398,0.077889447,0.06281407,0.025125628,0,0.203517588,0.208542714,0.025125628
nicolaskenner/python-fortnite-api-wrapper,FALSE,0,333,0.264264264,0.063063063,0.003003003,0,0.246246246,0.27027027,0.003003003
naturomics/CapsNet-Tensorflow,FALSE,0,614,0.302931596,0.043973941,0.078175896,0.017915309,0.133550489,0.234527687,0.004885993
dabasajay/Image-Caption-Generator,FALSE,0,512,0.298828125,0.0703125,0.650390625,0.037109375,0.1640625,0.23828125,0.0078125
mitar/django-pushserver,FALSE,0,395,0.2,0.02278481,0.111392405,0.060759494,0.212658228,0.35443038,0.010126582
HHammond/PrettyPandas,FALSE,0,392,0.145408163,0.025510204,0.068877551,0.00255102,0.214285714,0.145408163,0.010204082
HHammond/PrettyPandas,FALSE,0,392,0.145408163,0.025510204,0.068877551,0.00255102,0.214285714,0.145408163,0.010204082
pyistanbul/website,FALSE,0,664,0.215361446,0.034638554,0.016566265,0.079819277,0.126506024,0.022590361,0.012048193
bicarlsen/easy-scpi,FALSE,0,283,0.077738516,0.035335689,0.155477032,0.007067138,0.300353357,0.318021201,0.007067138
sfalkman/ngenic-hass-platform,FALSE,0,502,0.169322709,0.007968127,0.039840637,0.049800797,0.169322709,0.262948207,0.003984064
rossant/ipycache,FALSE,0,465,0.133333333,0.015053763,0.079569892,0.008602151,0.184946237,0.320430108,0.034408602
andreamad8/Universal-Transformer-Pytorch,FALSE,0,506,0.523715415,0.086956522,0.035573123,0.027667984,0.169960474,0.260869565,0.013833992
andreamad8/Universal-Transformer-Pytorch,FALSE,0,506,0.523715415,0.086956522,0.035573123,0.027667984,0.169960474,0.260869565,0.013833992
fgimian/pyremedy,FALSE,0,1496,0.030748663,0.060828877,0.010695187,0,0.057486631,0.094251337,0.001336898
jmfederico/django-use-email-as-username,FALSE,0,444,0.09009009,0.018018018,0.022522523,0.047297297,0.195945946,0.078828829,0
frappe/frappe-client,FALSE,0,326,0.168711656,0.024539877,0.739263804,0.012269939,0.266871166,0.32208589,0.012269939
logston/olimex-ekg-emg,FALSE,0,535,0.134579439,0.011214953,0.031775701,0.014953271,0.164485981,0.241121495,0.009345794
anfederico/clairvoyant,FALSE,0,382,0.77486911,0.047120419,0.028795812,0.020942408,0.232984293,0.22513089,0
widgetti/ipyvuetify,FALSE,0,601,0.169717138,0.019966722,0.02828619,0.08985025,0.148086522,0.22296173,0.081530782
QuiNovas/lambda-setuptools,FALSE,0,392,0.130102041,0.015306122,0.038265306,0.015306122,0.227040816,0.354591837,0.022959184
stefankoegl/python-json-pointer,FALSE,0,507,0.153846154,0.017751479,0.033530572,0.001972387,0.175542406,0.175542406,0.031558185
rllola/ZeronetBrowser,FALSE,0,434,0.253456221,0.029953917,0.057603687,0.052995392,0.207373272,0.306451613,0.032258065
RPing/influx-prompt,FALSE,0,703,0.129445235,0.017069701,0.038406828,0.012802276,0.12802276,0.186344239,0.035561878
hhatto/nude.py,FALSE,0,381,0.107611549,0.026246719,0.036745407,0.002624672,0.236220472,0.50656168,0.020997375
rscada/python-mbus,FALSE,0,1299,0.301770593,0.017705928,0.018475751,0.004618938,0.069284065,0.073903002,0.014626636
KeepThisTicket/weatherClock,FALSE,0,486,0.296296296,0.018518519,0.063786008,0.010288066,0.185185185,0.611111111,0.014403292
Tesorio/django-anon,FALSE,0,478,0.19665272,0.039748954,0.046025105,0.023012552,0.190376569,0.186192469,0.008368201
makerdao/mkr-mcd-spec,FALSE,0,408,0.370098039,0.022058824,0.075980392,0.004901961,0.223039216,0.362745098,0.117647059
pavlovdo/pystormon,FALSE,0,504,0.16468254,0.130952381,0.043650794,0.01984127,0.180555556,0.579365079,0.055555556
rvalieris/conda-tree,FALSE,0,289,0.287197232,0.038062284,0.034602076,0.010380623,0.3183391,0.771626298,0.020761246
asand3r/zbx-hpmsa,FALSE,0,403,0.260545906,0.037220844,0.032258065,0,0.228287841,0.655086849,0.009925558
pranjaldatta/DenseDepth-Pytorch,FALSE,0,693,0.152958153,0.038961039,0.051948052,0.046176046,0.132756133,0.18037518,0.021645022
UcarLab/AMULET,FALSE,0,545,0.381651376,0.058715596,0.064220183,0.001834862,0.170642202,0.48440367,0.005504587
mediawiki-utilities/python-mwapi,FALSE,0,414,0.101449275,0.026570048,0.065217391,0.043478261,0.224637681,0.34057971,0.024154589
BackofenLab/CRISPRcasIdentifier,FALSE,0,366,0.273224044,0.040983607,0.057377049,0.00273224,0.256830601,0.745901639,0.005464481
leeyoshinari/YOLO_v2,FALSE,0,708,0.216101695,0.033898305,0.011299435,0.009887006,0.134180791,0.166666667,0
NCI-GDC/gdcdictionary,FALSE,0,356,0.126404494,0.011235955,0.053370787,0.014044944,0.266853933,0.404494382,0.702247191
microsoft/Codex-CLI,FALSE,0,378,0.335978836,0.023809524,0.08994709,0.002645503,0.251322751,0.597883598,0.047619048
mapio/GraphvizAnim,FALSE,0,333,0.417417417,0.093093093,0.723723724,0.006006006,0.285285285,0.225225225,0.015015015
platformio/platform-teensy,FALSE,0,511,0.086105675,0.007827789,0.003913894,0.019569472,0.18590998,0.242661448,0.019569472
confirm/mopidy-pummeluff,FALSE,0,477,0.008385744,0.01048218,0.016771488,0.012578616,0.201257862,0.184486373,0.002096436
MartijnBraam/python-isc-dhcp-leases,FALSE,0,607,0.113673806,0.02306425,0.026359143,0.004942339,0.15815486,0.140032949,0.029654036
zorg/zorg,FALSE,0,395,0.202531646,0.035443038,0.015189873,0.005063291,0.243037975,0.217721519,0.005063291
dhgrs/chainer-Fast-WaveNet,FALSE,0,589,0.17147708,0.037351443,0.018675722,0.025466893,0.164685908,0.229202037,0.022071307
django-cms/djangocms-video,FALSE,0,1036,0.146718147,0.02027027,0.017374517,0.054054054,0.093629344,0.066602317,0.012548263
Boulder-Investment-Technologies/lppls,FALSE,0,21,0.095238095,0,0.047619048,0,4.619047619,5.285714286,0.523809524
lionheart/pinboard.py,FALSE,0,379,0.197889182,0.044854881,0.021108179,0.002638522,0.255936675,0.377308707,0.031662269
ligershark/Kulture,FALSE,0,393,0.27480916,0.048346056,0.048346056,0.027989822,0.249363868,0.671755725,0.012722646
baudisgroup/segment-liftover,FALSE,0,548,0.554744526,0.023722628,0.085766423,0.040145985,0.178832117,0.925182482,0.02189781
lovit/KoBERTScore,FALSE,0,598,0.22909699,0.04180602,0.035117057,0.028428094,0.163879599,0.22909699,0.005016722
patpatpatpatpat/roph-rewards,FALSE,0,474,0.135021097,0.03164557,0.014767932,0.004219409,0.206751055,0.525316456,0.004219409
stanfordmlgroup/CheXbert,FALSE,0,632,0.27056962,0.028481013,0.376582278,0.033227848,0.15664557,0.284810127,0
vacancy/SceneGraphParser,FALSE,0,340,0.244117647,0.047058824,0.041176471,0.005882353,0.291176471,0.494117647,0.029411765
ZEDGR/pychallonge,FALSE,0,588,0.304421769,0.003401361,0.013605442,0.006802721,0.168367347,0.144557823,0.027210884
vgarvardt/django-loginza,FALSE,0,567,0.17989418,0.026455026,0.065255732,0.075837743,0.176366843,0.328042328,0.017636684
leovp/steamfiles,FALSE,0,824,0.09223301,0.003640777,0.006067961,0.01092233,0.121359223,0.165048544,0.007281553
WenjieZ/TSCV,FALSE,0,792,0.148989899,0.003787879,0.051767677,0.034090909,0.126262626,0.151515152,0.002525253
